order_id,region_id,city,courier_id,lng,lat,aoi_id,aoi_type,accept_time,accept_gps_lng,accept_gps_lat,delivery_time,delivery_gps_lng,delivery_gps_lat,ds,region_center_lat,region_center_lng
3822236,1,Shanghai,4467,121.52056,31.06571,450,1,2022/8/25 14:20,121.52273,31.10604,2022/8/25 16:21,121.52054,31.06569,825,31.10685617,121.5228476
2290761,1,Shanghai,4467,121.52198,31.06519,450,1,2022/10/6 13:01,121.52285,31.10772,2022/10/6 13:27,121.52193,31.06515,1006,31.10685617,121.5228476
743039,1,Shanghai,4467,121.52114,31.06696,450,1,2022/9/10 9:46,121.5229,31.10787,2022/9/10 13:44,121.52125,31.06685,910,31.10685617,121.5228476
2453920,1,Shanghai,4467,121.52122,31.06596,450,1,2022/8/13 13:28,121.52289,31.10601,2022/8/13 17:47,121.52126,31.0659,813,31.10685617,121.5228476
2867322,1,Shanghai,4467,121.52197,31.06505,450,1,2022/9/27 14:41,121.52291,31.10784,2022/9/27 15:49,121.522,31.06501,927,31.10685617,121.5228476
1447063,1,Shanghai,4467,121.52113,31.06696,450,1,2022/10/4 9:40,121.52293,31.10788,2022/10/4 11:50,121.52124,31.06695,1004,31.10685617,121.5228476
431433,1,Shanghai,4467,121.52122,31.0659,450,1,2022/8/24 10:28,121.52281,31.10591,2022/8/24 17:40,121.52123,31.06594,824,31.10685617,121.5228476
3915667,1,Shanghai,4467,121.52127,31.06695,450,1,2022/10/4 9:40,121.52297,31.10782,2022/10/4 11:56,121.52126,31.06688,1004,31.10685617,121.5228476
3776093,1,Shanghai,4467,121.5215,31.06547,450,1,2022/9/21 9:20,121.52292,31.10789,2022/9/21 17:51,121.52156,31.06549,921,31.10685617,121.5228476
3309455,1,Shanghai,4467,121.52129,31.06686,450,1,2022/8/14 10:09,121.52289,31.10593,2022/8/14 13:06,121.52119,31.06686,814,31.10685617,121.5228476
2718770,1,Shanghai,4467,121.522,31.06516,450,1,2022/10/5 18:05,121.5229,31.1078,2022/10/5 20:15,121.52207,31.06511,1005,31.10685617,121.5228476
1967274,1,Shanghai,4467,121.52191,31.06519,450,1,2022/9/6 15:09,121.52296,31.10773,2022/9/6 16:00,121.52204,31.06519,906,31.10685617,121.5228476
4391159,1,Shanghai,4467,121.52124,31.06592,450,1,2022/8/28 9:59,121.52295,31.10778,2022/8/28 18:12,121.52124,31.06598,828,31.10685617,121.5228476
3240797,1,Shanghai,4467,121.52139,31.06584,450,1,2022/8/15 9:27,121.52286,31.10596,2022/8/15 17:51,121.52134,31.06587,815,31.10685617,121.5228476
1372981,1,Shanghai,4467,121.52196,31.06513,450,1,2022/9/10 14:31,121.52292,31.10775,2022/9/10 15:39,121.52208,31.06516,910,31.10685617,121.5228476
3886706,1,Shanghai,4467,121.52122,31.06697,450,1,2022/8/31 10:05,121.5229,31.10779,2022/8/31 13:34,121.52118,31.0669,831,31.10685617,121.5228476
2789510,1,Shanghai,4467,121.52137,31.06598,450,1,2022/9/17 10:43,121.52299,31.1078,2022/9/17 19:22,121.52135,31.06593,917,31.10685617,121.5228476
534128,1,Shanghai,4467,121.52129,31.06681,450,1,2022/9/1 12:42,121.52289,31.10785,2022/9/1 17:44,121.52117,31.06685,901,31.10685617,121.5228476
1090783,1,Shanghai,4467,121.52201,31.06529,450,1,2022/9/30 17:13,121.52294,31.10774,2022/9/30 18:33,121.52199,31.06513,930,31.10685617,121.5228476
4085401,1,Shanghai,4467,121.52218,31.06522,450,1,2022/9/5 14:30,121.5229,31.10772,2022/9/5 16:30,121.52212,31.06523,905,31.10685617,121.5228476
3329417,1,Shanghai,4467,121.52114,31.06616,450,1,2022/8/7 9:30,121.52276,31.10605,2022/8/7 11:23,121.522,31.06594,807,31.10685617,121.5228476
269172,1,Shanghai,4467,121.52124,31.06587,450,1,2022/9/5 14:04,121.52292,31.10773,2022/9/5 17:32,121.52135,31.06581,905,31.10685617,121.5228476
2232198,1,Shanghai,4467,121.522,31.06518,450,1,2022/9/22 7:30,121.52289,31.10786,2022/9/22 10:13,121.52201,31.06509,922,31.10685617,121.5228476
2922410,1,Shanghai,4467,121.52128,31.06591,450,1,2022/8/14 10:12,121.52275,31.10597,2022/8/14 18:33,121.52131,31.06587,814,31.10685617,121.5228476
4454701,1,Shanghai,4467,121.52122,31.0659,450,1,2022/8/12 13:27,121.52278,31.10605,2022/8/12 18:04,121.52125,31.06599,812,31.10685617,121.5228476
3668930,1,Shanghai,4467,121.52196,31.0651,450,1,2022/9/24 14:03,121.52298,31.10771,2022/9/24 15:30,121.52193,31.0651,924,31.10685617,121.5228476
467201,1,Shanghai,4467,121.52121,31.06585,450,1,2022/9/27 14:26,121.52293,31.10774,2022/9/27 16:12,121.52122,31.06596,927,31.10685617,121.5228476
874160,1,Shanghai,74,121.53092,31.09535,525,14,2022/8/1 11:09,121.52271,31.10607,2022/8/1 16:09,121.53122,31.11288,801,31.10685617,121.5228476
3204745,1,Shanghai,246,121.53125,31.09554,525,14,2022/10/6 17:07,121.52287,31.10787,2022/10/6 17:18,121.53114,31.09552,1006,31.10685617,121.5228476
1499078,1,Shanghai,246,121.531,31.09545,525,14,2022/9/2 9:34,121.52287,31.10777,2022/9/2 11:37,121.5284,31.06461,902,31.10685617,121.5228476
3238727,1,Shanghai,2621,121.53105,31.09531,525,14,2022/8/5 9:05,121.52288,31.10596,2022/8/5 12:23,121.52197,31.07688,805,31.10685617,121.5228476
9033,1,Shanghai,3443,121.53109,31.0954,525,14,2022/8/11 21:23,121.52284,31.10594,2022/8/11 21:30,121.52284,31.10534,811,31.10685617,121.5228476
3969505,1,Shanghai,4467,121.52039,31.07307,614,14,2022/8/22 10:03,121.52273,31.10595,2022/8/22 10:43,121.52095,31.07261,822,31.10685617,121.5228476
3513147,1,Shanghai,4467,121.51894,31.07315,614,14,2022/8/19 17:38,121.52273,31.10605,2022/8/19 18:10,121.51891,31.0731,819,31.10685617,121.5228476
2646534,1,Shanghai,4467,121.52101,31.07347,614,14,2022/9/16 17:28,121.52281,31.10775,2022/9/16 17:53,121.52116,31.07345,916,31.10685617,121.5228476
3251275,1,Shanghai,74,121.51805,31.13245,642,14,2022/9/21 10:29,121.52288,31.10772,2022/9/21 11:27,121.51834,31.13255,921,31.10685617,121.5228476
946950,1,Shanghai,74,121.51959,31.13027,642,14,2022/10/16 9:22,121.52291,31.10774,2022/10/16 10:20,121.52127,31.13408,1016,31.10685617,121.5228476
3806535,1,Shanghai,74,121.51905,31.13225,642,14,2022/10/11 14:02,121.52283,31.10771,2022/10/11 14:47,121.51977,31.1315,1011,31.10685617,121.5228476
202314,1,Shanghai,74,121.51958,31.13023,642,14,2022/9/19 9:28,121.52299,31.10774,2022/9/19 10:26,121.51869,31.13307,919,31.10685617,121.5228476
965179,1,Shanghai,74,121.51932,31.13059,642,14,2022/10/9 13:43,121.52286,31.10784,2022/10/9 14:28,121.51933,31.13057,1009,31.10685617,121.5228476
1246904,1,Shanghai,74,121.51894,31.13223,642,14,2022/9/5 13:43,121.52289,31.10787,2022/9/5 14:20,121.51946,31.13261,905,31.10685617,121.5228476
1387186,1,Shanghai,74,121.51854,31.13274,642,14,2022/9/9 17:51,121.52294,31.10774,2022/9/9 19:06,121.52001,31.13252,909,31.10685617,121.5228476
2677949,1,Shanghai,74,121.51965,31.13142,642,14,2022/10/14 14:43,121.52293,31.10771,2022/10/14 15:43,121.51964,31.13154,1014,31.10685617,121.5228476
1619213,1,Shanghai,74,121.51803,31.13259,642,14,2022/10/2 8:50,121.52296,31.10776,2022/10/2 9:41,121.5177,31.13214,1002,31.10685617,121.5228476
4253094,1,Shanghai,74,121.51793,31.1325,642,14,2022/8/16 14:34,121.5228,31.10592,2022/8/16 15:31,121.5179,31.13252,816,31.10685617,121.5228476
4468285,1,Shanghai,74,121.51956,31.13018,642,14,2022/8/11 12:17,121.52288,31.10603,2022/8/11 13:20,121.51569,31.12879,811,31.10685617,121.5228476
1901571,1,Shanghai,74,121.518,31.1325,642,14,2022/9/6 12:04,121.52284,31.10775,2022/9/6 13:10,121.51804,31.13231,906,31.10685617,121.5228476
2282209,1,Shanghai,74,121.51802,31.1325,642,14,2022/10/4 9:23,121.52281,31.10772,2022/10/4 10:08,121.51781,31.13246,1004,31.10685617,121.5228476
2199168,1,Shanghai,74,121.51966,31.13013,642,14,2022/8/16 14:32,121.52287,31.106,2022/8/16 15:42,121.51672,31.12849,816,31.10685617,121.5228476
2202111,1,Shanghai,74,121.5195,31.13038,642,14,2022/10/23 8:29,121.52289,31.10784,2022/10/23 14:16,121.51935,31.13142,1023,31.10685617,121.5228476
4468637,1,Shanghai,74,121.51965,31.13026,642,14,2022/9/15 12:08,121.52286,31.10787,2022/9/15 12:32,121.5191,31.13273,915,31.10685617,121.5228476
4394122,1,Shanghai,74,121.51967,31.13017,642,14,2022/9/26 11:11,121.52296,31.10776,2022/9/26 11:50,121.51598,31.12916,926,31.10685617,121.5228476
4504305,1,Shanghai,74,121.51808,31.13258,642,14,2022/10/6 8:46,121.52284,31.1078,2022/10/6 9:28,121.51785,31.13234,1006,31.10685617,121.5228476
1978884,1,Shanghai,74,121.518,31.13259,642,14,2022/9/11 9:42,121.52296,31.10788,2022/9/11 10:55,121.51783,31.13237,911,31.10685617,121.5228476
1386178,1,Shanghai,74,121.51967,31.1302,642,14,2022/9/5 13:41,121.52282,31.10784,2022/9/5 14:34,121.51581,31.12918,905,31.10685617,121.5228476
4144474,1,Shanghai,74,121.51953,31.13028,642,14,2022/8/7 11:08,121.52284,31.10599,2022/8/7 12:32,121.51612,31.12852,807,31.10685617,121.5228476
629428,1,Shanghai,74,121.51966,31.13089,642,14,2022/9/24 8:36,121.52289,31.10787,2022/9/24 9:41,121.51989,31.13082,924,31.10685617,121.5228476
955279,1,Shanghai,74,121.5196,31.13028,642,14,2022/9/16 9:13,121.5229,31.1078,2022/9/16 10:11,121.51913,31.13282,916,31.10685617,121.5228476
3687044,1,Shanghai,74,121.51919,31.13245,642,14,2022/10/29 11:07,121.52292,31.10775,2022/10/29 12:05,121.51919,31.13241,1029,31.10685617,121.5228476
799696,1,Shanghai,74,121.51933,31.13056,642,14,2022/9/6 14:02,121.52288,31.10776,2022/9/6 15:06,121.51932,31.13057,906,31.10685617,121.5228476
2339586,1,Shanghai,74,121.51906,31.13052,642,14,2022/10/13 10:37,121.52296,31.10782,2022/10/13 11:15,121.51907,31.13057,1013,31.10685617,121.5228476
2287542,1,Shanghai,74,121.51961,31.13011,642,14,2022/10/19 9:00,121.52282,31.10779,2022/10/19 9:46,121.51583,31.12915,1019,31.10685617,121.5228476
2397666,1,Shanghai,74,121.52004,31.1305,642,14,2022/9/22 17:13,121.52295,31.10783,2022/9/22 17:28,121.51992,31.13057,922,31.10685617,121.5228476
4230231,1,Shanghai,74,121.51856,31.13276,642,14,2022/9/23 17:32,121.52286,31.1078,2022/9/23 17:58,121.51858,31.13265,923,31.10685617,121.5228476
1929981,1,Shanghai,74,121.51944,31.13074,642,14,2022/9/4 18:12,121.52289,31.10783,2022/9/4 18:46,121.5195,31.13063,904,31.10685617,121.5228476
322011,1,Shanghai,74,121.51893,31.13069,642,14,2022/8/15 14:19,121.52278,31.10596,2022/8/15 14:42,121.51905,31.13068,815,31.10685617,121.5228476
2784078,1,Shanghai,74,121.51811,31.13154,642,14,2022/8/31 10:56,121.52296,31.10771,2022/8/31 12:00,121.51818,31.13205,831,31.10685617,121.5228476
806581,1,Shanghai,74,121.51823,31.13255,642,14,2022/8/21 9:53,121.52271,31.10607,2022/8/21 10:53,121.5195,31.13333,821,31.10685617,121.5228476
2469781,1,Shanghai,74,121.51968,31.13029,642,14,2022/9/29 9:04,121.52288,31.1078,2022/9/29 9:51,121.51834,31.13279,929,31.10685617,121.5228476
2361302,1,Shanghai,74,121.5191,31.13052,642,14,2022/9/22 12:06,121.52292,31.10774,2022/9/22 13:10,121.51924,31.13058,922,31.10685617,121.5228476
995297,1,Shanghai,74,121.51962,31.13013,642,14,2022/10/1 8:35,121.52292,31.10773,2022/10/1 9:14,121.5213,31.13398,1001,31.10685617,121.5228476
3196186,1,Shanghai,84,121.51797,31.13254,642,14,2022/10/31 9:17,121.52292,31.10773,2022/10/31 11:24,121.52453,31.13248,1031,31.10685617,121.5228476
3050175,1,Shanghai,84,121.51927,31.13051,642,14,2022/9/2 18:14,121.52282,31.10774,2022/9/2 18:37,121.51925,31.13046,902,31.10685617,121.5228476
3833592,1,Shanghai,84,121.5197,31.13145,642,14,2022/9/6 17:33,121.52293,31.10775,2022/9/6 18:15,121.51975,31.13151,906,31.10685617,121.5228476
2057132,1,Shanghai,2541,121.51992,31.1304,642,14,2022/9/9 14:46,121.52283,31.10775,2022/9/9 15:42,121.52,31.13046,909,31.10685617,121.5228476
4457722,1,Shanghai,540,121.56384,31.07873,768,14,2022/9/13 14:53,121.52283,31.10786,2022/9/13 16:22,121.56361,31.07851,913,31.10685617,121.5228476
2685689,1,Shanghai,1005,121.56383,31.07869,768,14,2022/8/25 12:51,121.52271,31.106,2022/8/25 15:11,121.5648,31.07957,825,31.10685617,121.5228476
4308008,1,Shanghai,1005,121.56396,31.07879,768,14,2022/8/28 12:23,121.52291,31.10771,2022/8/28 15:53,121.56277,31.07783,828,31.10685617,121.5228476
1777438,1,Shanghai,1005,121.56396,31.07871,768,14,2022/8/23 17:20,121.52279,31.10596,2022/8/23 20:07,121.5627,31.07887,823,31.10685617,121.5228476
2812801,1,Shanghai,1005,121.56248,31.07878,768,14,2022/8/17 14:29,121.52273,31.10602,2022/8/17 16:20,121.5618,31.07889,817,31.10685617,121.5228476
3829536,1,Shanghai,1005,121.56391,31.07863,768,14,2022/8/16 17:48,121.52284,31.10608,2022/8/16 18:25,121.5639,31.07927,816,31.10685617,121.5228476
3534025,1,Shanghai,1005,121.56255,31.07881,768,14,2022/8/17 14:29,121.52276,31.10605,2022/8/17 16:12,121.56278,31.0788,817,31.10685617,121.5228476
2126580,1,Shanghai,1005,121.56383,31.07866,768,14,2022/8/23 17:20,121.52285,31.106,2022/8/23 20:13,121.56242,31.07795,823,31.10685617,121.5228476
2822650,1,Shanghai,2690,121.56391,31.07865,768,14,2022/9/15 14:08,121.52298,31.10776,2022/9/15 17:19,121.56222,31.07858,915,31.10685617,121.5228476
3735393,1,Shanghai,2690,121.56329,31.07946,768,14,2022/9/16 14:31,121.52292,31.10783,2022/9/16 15:47,121.56394,31.07963,916,31.10685617,121.5228476
226355,1,Shanghai,2690,121.56398,31.07861,768,14,2022/10/8 9:32,121.52285,31.10772,2022/10/8 16:13,121.56313,31.07947,1008,31.10685617,121.5228476
2647664,1,Shanghai,2690,121.56386,31.07868,768,14,2022/10/7 9:16,121.52281,31.10782,2022/10/7 10:58,121.57413,31.09046,1007,31.10685617,121.5228476
4306183,1,Shanghai,2690,121.56397,31.0787,768,14,2022/8/18 14:18,121.5228,31.10596,2022/8/18 17:11,121.56278,31.07794,818,31.10685617,121.5228476
2417245,1,Shanghai,2690,121.56388,31.07867,768,14,2022/9/30 11:34,121.52299,31.10779,2022/9/30 14:42,121.56365,31.07846,930,31.10685617,121.5228476
154909,1,Shanghai,2690,121.56397,31.0787,768,14,2022/9/20 9:16,121.52286,31.1078,2022/9/20 11:35,121.56471,31.07941,920,31.10685617,121.5228476
2722797,1,Shanghai,2690,121.5639,31.07867,768,14,2022/10/7 9:16,121.52282,31.10776,2022/10/7 10:47,121.56364,31.07954,1007,31.10685617,121.5228476
2847206,1,Shanghai,2690,121.56397,31.07864,768,14,2022/10/9 13:01,121.52294,31.10784,2022/10/9 16:03,121.56382,31.07968,1009,31.10685617,121.5228476
2564410,1,Shanghai,2690,121.5639,31.07867,768,14,2022/10/5 11:21,121.52295,31.10781,2022/10/5 12:54,121.56246,31.07895,1005,31.10685617,121.5228476
1928561,1,Shanghai,2690,121.56388,31.07878,768,14,2022/10/4 12:10,121.5229,31.10783,2022/10/4 13:13,121.56191,31.07935,1004,31.10685617,121.5228476
4290759,1,Shanghai,2690,121.56397,31.07954,768,14,2022/9/25 13:50,121.52283,31.10784,2022/9/25 15:18,121.56391,31.07968,925,31.10685617,121.5228476
800272,1,Shanghai,2690,121.56396,31.07869,768,14,2022/9/8 15:46,121.52296,31.10785,2022/9/8 17:21,121.56224,31.07832,908,31.10685617,121.5228476
3873180,1,Shanghai,2690,121.56388,31.07877,768,14,2022/9/24 11:19,121.52284,31.10784,2022/9/24 13:28,121.56282,31.07957,924,31.10685617,121.5228476
3276269,1,Shanghai,2690,121.56383,31.07868,768,14,2022/9/29 9:22,121.52293,31.10789,2022/9/29 10:42,121.5638,31.07966,929,31.10685617,121.5228476
346609,1,Shanghai,2690,121.56249,31.07884,768,14,2022/9/9 13:53,121.52296,31.10779,2022/9/9 14:49,121.56269,31.07888,909,31.10685617,121.5228476
367333,1,Shanghai,2690,121.56384,31.07878,768,14,2022/9/5 17:23,121.52297,31.1078,2022/9/5 17:26,121.56182,31.07844,905,31.10685617,121.5228476
2055545,1,Shanghai,2690,121.56386,31.07869,768,14,2022/10/2 11:50,121.52298,31.10778,2022/10/2 13:24,121.56235,31.07744,1002,31.10685617,121.5228476
2627511,1,Shanghai,2690,121.56387,31.07954,768,14,2022/10/7 13:43,121.52291,31.10773,2022/10/7 14:42,121.56385,31.0795,1007,31.10685617,121.5228476
1659399,1,Shanghai,2690,121.56385,31.07863,768,14,2022/9/18 11:38,121.52281,31.10771,2022/9/18 12:37,121.56479,31.07923,918,31.10685617,121.5228476
2085101,1,Shanghai,2690,121.56384,31.07864,768,14,2022/9/17 13:14,121.5229,31.1078,2022/9/17 14:35,121.5621,31.07922,917,31.10685617,121.5228476
28119,1,Shanghai,2690,121.56387,31.07862,768,14,2022/9/16 14:30,121.52281,31.10782,2022/9/16 15:41,121.56255,31.07782,916,31.10685617,121.5228476
3743046,1,Shanghai,2690,121.56388,31.07872,768,14,2022/8/31 9:42,121.52283,31.10785,2022/8/31 11:12,121.54671,31.07391,831,31.10685617,121.5228476
926691,1,Shanghai,2690,121.56383,31.07871,768,14,2022/10/3 11:24,121.52289,31.10787,2022/10/3 14:29,121.56275,31.07896,1003,31.10685617,121.5228476
2322555,1,Shanghai,2690,121.56394,31.07878,768,14,2022/10/5 11:21,121.5229,31.10784,2022/10/5 13:02,121.56504,31.07885,1005,31.10685617,121.5228476
2002084,1,Shanghai,2690,121.56391,31.0787,768,14,2022/10/6 10:51,121.52297,31.10776,2022/10/6 14:28,121.56242,31.07875,1006,31.10685617,121.5228476
1441160,1,Shanghai,2690,121.56381,31.07862,768,14,2022/9/4 16:07,121.52292,31.10777,2022/9/4 17:26,121.5641,31.07965,904,31.10685617,121.5228476
2455785,1,Shanghai,2690,121.5639,31.07867,768,14,2022/10/2 11:52,121.52298,31.10781,2022/10/2 13:16,121.56248,31.07927,1002,31.10685617,121.5228476
3070575,1,Shanghai,2690,121.5639,31.07869,768,14,2022/9/28 14:11,121.52283,31.10778,2022/9/28 15:36,121.56259,31.07928,928,31.10685617,121.5228476
3444159,1,Shanghai,2212,121.50775,31.12646,815,14,2022/10/14 18:13,121.52286,31.10787,2022/10/14 18:54,121.5077,31.12633,1014,31.10685617,121.5228476
547175,1,Shanghai,246,121.51899,31.07674,911,0,2022/10/8 18:49,121.52296,31.10773,2022/10/8 19:13,121.53043,31.04064,1008,31.10685617,121.5228476
3059642,1,Shanghai,420,121.51793,31.07635,911,0,2022/9/6 13:01,121.52293,31.10776,2022/9/6 14:13,121.51893,31.07563,906,31.10685617,121.5228476
1557942,1,Shanghai,420,121.51797,31.07624,911,0,2022/9/5 15:38,121.52284,31.10784,2022/9/5 17:10,121.51724,31.07594,905,31.10685617,121.5228476
1635884,1,Shanghai,420,121.51795,31.07634,911,0,2022/9/6 15:09,121.52295,31.10777,2022/9/6 16:15,121.51931,31.07604,906,31.10685617,121.5228476
399560,1,Shanghai,420,121.51803,31.07631,911,0,2022/9/5 15:37,121.52288,31.10789,2022/9/5 17:00,121.51843,31.07584,905,31.10685617,121.5228476
1734394,1,Shanghai,420,121.51886,31.07657,911,0,2022/9/6 15:10,121.52291,31.10777,2022/9/6 16:02,121.51897,31.07648,906,31.10685617,121.5228476
4392504,1,Shanghai,420,121.51736,31.07628,911,0,2022/9/5 15:37,121.52284,31.10781,2022/9/5 17:18,121.51724,31.07614,905,31.10685617,121.5228476
3716336,1,Shanghai,420,121.51808,31.07627,911,0,2022/9/6 13:03,121.52296,31.10786,2022/9/6 13:59,121.51935,31.07665,906,31.10685617,121.5228476
2092379,1,Shanghai,420,121.51885,31.07653,911,0,2022/9/6 12:48,121.52298,31.10776,2022/9/6 13:50,121.51819,31.0763,906,31.10685617,121.5228476
17791,1,Shanghai,420,121.51794,31.07625,911,0,2022/9/6 15:14,121.52293,31.10786,2022/9/6 15:45,121.51707,31.07563,906,31.10685617,121.5228476
177541,1,Shanghai,420,121.5188,31.07657,911,0,2022/9/6 15:10,121.52282,31.10788,2022/9/6 17:25,121.51888,31.07644,906,31.10685617,121.5228476
2795425,1,Shanghai,420,121.51739,31.07623,911,0,2022/9/6 12:59,121.52297,31.10777,2022/9/6 14:22,121.51744,31.07584,906,31.10685617,121.5228476
3339147,1,Shanghai,420,121.51791,31.07627,911,0,2022/9/6 15:09,121.52291,31.10778,2022/9/6 16:07,121.5193,31.07658,906,31.10685617,121.5228476
2763350,1,Shanghai,534,121.518,31.07636,911,0,2022/10/9 20:15,121.52295,31.10781,2022/10/9 20:30,121.53447,31.09173,1009,31.10685617,121.5228476
584217,1,Shanghai,2621,121.51726,31.07619,911,0,2022/8/16 10:22,121.52274,31.10607,2022/8/16 12:16,121.51739,31.0762,816,31.10685617,121.5228476
717552,1,Shanghai,2621,121.51732,31.07615,911,0,2022/8/30 10:30,121.52286,31.10775,2022/8/30 12:35,121.51651,31.07613,830,31.10685617,121.5228476
1307144,1,Shanghai,2621,121.51796,31.07633,911,0,2022/10/11 15:26,121.52295,31.10789,2022/10/11 16:45,121.51848,31.0767,1011,31.10685617,121.5228476
1103267,1,Shanghai,2621,121.51881,31.07657,911,0,2022/9/27 10:41,121.52296,31.10772,2022/9/27 13:45,121.51881,31.07641,927,31.10685617,121.5228476
2279050,1,Shanghai,2621,121.518,31.07634,911,0,2022/8/15 9:14,121.52283,31.10604,2022/8/15 12:51,121.51924,31.07639,815,31.10685617,121.5228476
1807567,1,Shanghai,2621,121.51892,31.07591,911,0,2022/8/20 9:26,121.5228,31.10599,2022/8/20 11:51,121.51934,31.07624,820,31.10685617,121.5228476
602909,1,Shanghai,2621,121.51748,31.07613,911,0,2022/8/29 9:33,121.52292,31.10775,2022/8/29 13:46,121.51934,31.07617,829,31.10685617,121.5228476
1687160,1,Shanghai,2621,121.51817,31.07669,911,0,2022/8/9 9:16,121.52274,31.10605,2022/8/9 11:25,121.51863,31.07707,809,31.10685617,121.5228476
3975203,1,Shanghai,2621,121.51804,31.07638,911,0,2022/9/15 10:37,121.52287,31.10787,2022/9/15 13:12,121.5172,31.07568,915,31.10685617,121.5228476
1780306,1,Shanghai,2621,121.51843,31.07606,911,0,2022/8/31 13:44,121.52284,31.10785,2022/8/31 15:28,121.5181,31.07636,831,31.10685617,121.5228476
4375241,1,Shanghai,2621,121.51793,31.07635,911,0,2022/8/26 9:38,121.52286,31.106,2022/8/26 14:02,121.51903,31.07608,826,31.10685617,121.5228476
2634301,1,Shanghai,2621,121.51736,31.07622,911,0,2022/10/10 9:39,121.52284,31.10779,2022/10/10 11:41,121.51711,31.07648,1010,31.10685617,121.5228476
2695137,1,Shanghai,2621,121.51886,31.07591,911,0,2022/9/18 8:57,121.52291,31.10784,2022/9/18 11:10,121.51937,31.07624,918,31.10685617,121.5228476
4402077,1,Shanghai,2621,121.51889,31.0765,911,0,2022/9/20 9:13,121.52297,31.10789,2022/9/20 12:53,121.51873,31.07648,920,31.10685617,121.5228476
943078,1,Shanghai,2621,121.5189,31.07591,911,0,2022/9/24 8:45,121.52285,31.10773,2022/9/24 10:32,121.51855,31.07549,924,31.10685617,121.5228476
443592,1,Shanghai,2621,121.51796,31.07627,911,0,2022/9/1 9:20,121.52297,31.10771,2022/9/1 12:21,121.51915,31.07607,901,31.10685617,121.5228476
503993,1,Shanghai,2621,121.51802,31.0764,911,0,2022/8/14 9:32,121.52289,31.10595,2022/8/14 11:25,121.51831,31.07563,814,31.10685617,121.5228476
418284,1,Shanghai,2621,121.518,31.07625,911,0,2022/9/10 9:37,121.52284,31.10775,2022/9/10 12:50,121.51903,31.07592,910,31.10685617,121.5228476
