order_id,region_id,city,courier_id,lng,lat,aoi_id,aoi_type,accept_time,accept_time_wrong,accept_gps_lng,accept_gps_lat,delivery_time,delivery_gps_lng,delivery_gps_lat,ds,terminal_id,terminal_center_lat,terminal_center_lng,region_center_lat,region_center_lng
3005092,0,Hangzhou,1276,120.17898,30.26341,749,1,2022/7/12 8:37,2025/7/12 8:37,120.1854,30.28064,2025/7/12 9:36,120.17902,30.26321,712,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
1636133,0,Hangzhou,1276,120.17895,30.26415,749,1,2022/7/26 8:35,2025/7/26 8:35,120.18541,30.28065,2025/7/26 9:41,120.17912,30.26397,726,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
3769018,0,Hangzhou,1276,120.17898,30.26408,749,1,2022/7/25 8:39,2025/7/25 8:39,120.18546,30.28073,2025/7/25 9:30,120.179,30.26417,725,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
2165845,0,Hangzhou,1276,120.17883,30.26414,749,1,2022/7/13 8:42,2025/7/13 8:42,120.1854,30.28071,2025/7/13 9:38,120.17891,30.26398,713,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
2418445,0,Hangzhou,1276,120.17883,30.26415,749,1,2022/7/23 14:56,2025/7/23 14:56,120.18535,30.28071,2025/7/23 15:32,120.17904,30.2642,723,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
855899,0,Hangzhou,1276,120.1789,30.26334,749,1,2022/7/13 8:40,2025/7/13 8:40,120.18548,30.28066,2025/7/13 9:51,120.17881,30.26345,713,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
3786785,0,Hangzhou,1276,120.17883,30.26418,749,1,2022/7/19 8:38,2025/7/19 8:38,120.18545,30.28061,2025/7/19 9:32,120.1788,30.26411,719,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
4132490,0,Hangzhou,1276,120.17899,30.26406,749,1,2022/7/3 15:03,2025/7/3 15:03,120.18531,30.28077,2025/7/3 15:23,120.17853,30.26417,703,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
2783770,0,Hangzhou,1276,120.17897,30.26346,749,1,2022/6/15 15:56,2025/6/15 15:56,120.18544,30.28071,2025/6/15 16:18,120.17866,30.26348,615,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
2792556,0,Hangzhou,1276,120.17883,30.2634,749,1,2022/6/16 15:13,2025/6/16 15:13,120.18549,30.28066,2025/6/16 16:09,120.17847,30.26326,616,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
381254,0,Hangzhou,1276,120.17896,30.26404,749,1,2022/7/12 8:38,2025/7/12 8:38,120.18537,30.28062,2025/7/12 9:28,120.17895,30.26417,712,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
1824203,0,Hangzhou,1276,120.17881,30.26411,749,1,2022/6/16 15:13,2025/6/16 15:13,120.18537,30.28062,2025/6/16 16:03,120.17918,30.26398,616,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
2240137,0,Hangzhou,1276,120.1789,30.26332,749,1,2022/6/15 8:15,2025/6/15 8:15,120.18538,30.28063,2025/6/15 8:57,120.1798,30.26346,615,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
1400505,0,Hangzhou,1276,120.17899,30.26336,749,1,2022/7/14 15:09,2025/7/14 15:09,120.18545,30.28074,2025/7/14 15:43,120.17864,30.26331,714,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
474978,0,Hangzhou,1276,120.17898,30.26417,749,1,2022/6/17 12:11,2025/6/17 12:11,120.18531,30.28076,2025/6/17 12:48,120.18064,30.26459,617,R0_C6,30.26695342,120.1818598,30.28259443,120.1920158
30185,0,Hangzhou,1276,120.17884,30.26337,749,1,2022/6/12 9:11,2025/6/12 9:11,120.18533,30.28064,2025/6/12 10:03,120.17877,30.26403,612,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
3428627,0,Hangzhou,1276,120.17886,30.26414,749,1,2022/5/23 15:29,2025/5/23 15:29,120.18533,30.2807,2025/5/23 16:12,120.17874,30.26467,523,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
4156844,0,Hangzhou,1276,120.17883,30.26335,749,1,2022/6/22 16:03,2025/6/22 16:03,120.18548,30.28061,2025/6/22 16:42,120.17862,30.26371,622,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
2515730,0,Hangzhou,1276,120.17893,30.26407,749,1,2022/7/18 8:34,2025/7/18 8:34,120.18538,30.28078,2025/7/18 9:28,120.17906,30.26465,718,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
1026337,0,Hangzhou,1276,120.17889,30.2641,749,1,2022/5/25 16:44,2025/5/25 16:44,120.18535,30.28077,2025/5/25 17:16,120.17849,30.26391,525,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
2503212,0,Hangzhou,1276,120.17866,30.26397,749,1,2022/7/21 14:54,2025/7/21 14:54,120.18545,30.28079,2025/7/21 15:31,120.17855,30.26398,721,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
477581,0,Hangzhou,1276,120.17885,30.26342,749,1,2022/7/26 8:35,2025/7/26 8:35,120.18538,30.28079,2025/7/26 9:49,120.17886,30.2634,726,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
4384892,0,Hangzhou,1276,120.17885,30.26407,749,1,2022/6/12 15:47,2025/6/12 15:47,120.18534,30.28076,2025/6/12 16:16,120.17887,30.26408,612,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
3266369,0,Hangzhou,1276,120.17883,30.2641,749,1,2022/7/4 8:40,2025/7/4 8:40,120.18546,30.28062,2025/7/4 9:40,120.17889,30.26408,704,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
2316472,0,Hangzhou,1276,120.17882,30.26404,749,1,2022/6/11 9:41,2025/6/11 9:41,120.18542,30.28072,2025/6/11 10:08,120.17916,30.2644,611,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
2577534,0,Hangzhou,1276,120.17887,30.26405,749,1,2022/6/18 16:14,2025/6/18 16:14,120.18548,30.28062,2025/6/18 17:06,120.17882,30.26424,618,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
2933506,0,Hangzhou,1276,120.17881,30.26401,749,1,2022/6/14 16:04,2025/6/14 16:04,120.18546,30.28072,2025/6/14 16:37,120.17901,30.26404,614,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
1946579,0,Hangzhou,1276,120.17882,30.26412,749,1,2022/5/29 13:02,2025/5/29 13:02,120.18539,30.28077,2025/5/29 13:36,120.1784,30.26407,529,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
2244517,0,Hangzhou,1276,120.17888,30.26339,749,1,2022/5/23 8:26,2025/5/23 8:26,120.1854,30.28079,2025/5/23 9:28,120.17891,30.26356,523,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
2215886,0,Hangzhou,1276,120.1789,30.26376,749,1,2022/6/11 9:41,2025/6/11 9:41,120.18537,30.28075,2025/6/11 10:14,120.17814,30.26387,611,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
4127050,0,Hangzhou,1276,120.17893,30.26336,749,1,2022/5/25 16:43,2025/5/25 16:43,120.18544,30.28061,2025/5/25 17:23,120.17881,30.26355,525,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
1083725,0,Hangzhou,1276,120.17899,30.26406,749,1,2022/6/15 15:56,2025/6/15 15:56,120.18535,30.28071,2025/6/15 16:24,120.17855,30.26395,615,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
3467780,0,Hangzhou,1276,120.17888,30.26335,749,1,2022/7/30 9:01,2025/7/30 9:01,120.18541,30.28075,2025/7/30 10:14,120.179,30.26359,730,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
3545273,0,Hangzhou,1276,120.1789,30.26403,749,1,2022/6/22 16:03,2025/6/22 16:03,120.18537,30.28068,2025/6/22 16:35,120.1794,30.26428,622,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
181450,0,Hangzhou,1276,120.17886,30.26403,749,1,2022/7/18 8:34,2025/7/18 8:34,120.18548,30.28079,2025/7/18 9:34,120.17889,30.26408,718,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
682670,0,Hangzhou,1276,120.17882,30.26337,749,1,2022/6/8 8:21,2025/6/8 8:21,120.18536,30.28075,2025/6/8 9:27,120.17885,30.26334,608,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
2172679,0,Hangzhou,1276,120.17893,30.26417,749,1,2022/6/17 16:16,2025/6/17 16:16,120.18548,30.28068,2025/6/17 17:04,120.17891,30.26429,617,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
622998,0,Hangzhou,1276,120.17895,30.26415,749,1,2022/6/16 8:22,2025/6/16 8:22,120.18533,30.28063,2025/6/16 9:17,120.17913,30.26401,616,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
3853850,0,Hangzhou,1276,120.17882,30.26414,749,1,2022/6/26 16:34,2025/6/26 16:34,120.18533,30.28069,2025/6/26 16:57,120.18009,30.26467,626,R0_C6,30.26695342,120.1818598,30.28259443,120.1920158
3288946,0,Hangzhou,1276,120.17883,30.26344,749,1,2022/7/2 8:45,2025/7/2 8:45,120.18541,30.28071,2025/7/2 9:46,120.1797,30.26387,702,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
1107212,0,Hangzhou,1276,120.17884,30.26418,749,1,2022/7/31 8:36,2025/7/31 8:36,120.18545,30.2807,2025/7/31 9:42,120.17909,30.26417,731,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
1798037,0,Hangzhou,1276,120.1789,30.26344,749,1,2022/7/15 8:45,2025/7/15 8:45,120.18545,30.28079,2025/7/15 10:09,120.17875,30.26345,715,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
412192,0,Hangzhou,1276,120.17888,30.26417,749,1,2022/5/28 16:54,2025/5/28 16:54,120.18531,30.28078,2025/5/28 17:05,120.1794,30.26465,528,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
2398275,0,Hangzhou,1276,120.17895,30.26414,749,1,2022/5/27 13:21,2025/5/27 13:21,120.18538,30.28079,2025/5/27 14:02,120.17867,30.2637,527,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
3205409,0,Hangzhou,1276,120.17895,30.26346,749,1,2022/7/18 8:33,2025/7/18 8:33,120.18544,30.28065,2025/7/18 9:41,120.17869,30.26334,718,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
2514974,0,Hangzhou,1276,120.17883,30.26333,749,1,2022/6/17 7:33,2025/6/17 7:33,120.1854,30.28068,2025/6/17 8:21,120.17883,30.26335,617,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
4256743,0,Hangzhou,1276,120.17883,30.26418,749,1,2022/7/16 8:34,2025/7/16 8:34,120.18533,30.28062,2025/7/16 9:43,120.17908,30.26408,716,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
4065288,0,Hangzhou,1276,120.17894,30.26409,749,1,2022/5/30 9:10,2025/5/30 9:10,120.18543,30.28061,2025/5/30 9:36,120.17864,30.26409,530,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
651026,0,Hangzhou,1276,120.17889,30.26405,749,1,2022/5/29 13:01,2025/5/29 13:01,120.18547,30.28074,2025/5/29 13:41,120.17902,30.26408,529,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
567317,0,Hangzhou,1276,120.17893,30.26411,749,1,2022/6/26 8:30,2025/6/26 8:30,120.18549,30.28061,2025/6/26 9:24,120.17905,30.26414,626,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
1727937,0,Hangzhou,1276,120.1789,30.26406,749,1,2022/7/13 8:41,2025/7/13 8:41,120.18546,30.28075,2025/7/13 9:44,120.17911,30.26427,713,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
1498740,0,Hangzhou,1276,120.17894,30.26372,749,1,2022/6/18 16:14,2025/6/18 16:14,120.18537,30.28075,2025/6/18 17:48,120.17908,30.2642,618,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
1282214,0,Hangzhou,1276,120.17896,30.26415,749,1,2022/7/15 8:45,2025/7/15 8:45,120.1854,30.28065,2025/7/15 10:00,120.1788,30.26424,715,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
2658135,0,Hangzhou,1276,120.1789,30.26341,749,1,2022/6/17 7:33,2025/6/17 7:33,120.18537,30.28061,2025/6/17 8:27,120.17923,30.26354,617,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
1441402,0,Hangzhou,1276,120.17899,30.26416,749,1,2022/6/17 7:32,2025/6/17 7:32,120.18534,30.28068,2025/6/17 8:13,120.17913,30.26422,617,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
3267811,0,Hangzhou,1276,120.17891,30.26336,749,1,2022/6/24 8:17,2025/6/24 8:17,120.18534,30.28075,2025/6/24 9:06,120.17887,30.26385,624,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
843652,0,Hangzhou,1276,120.17886,30.26375,749,1,2022/7/20 8:13,2025/7/20 8:13,120.1854,30.28079,2025/7/20 9:14,120.17874,30.26335,720,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
988418,0,Hangzhou,1276,120.17887,30.26343,749,1,2022/7/6 8:26,2025/7/6 8:26,120.18545,30.28075,2025/7/6 9:27,120.17884,30.26342,706,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
3714630,0,Hangzhou,1276,120.17899,30.26344,749,1,2022/7/28 8:26,2025/7/28 8:26,120.18536,30.2807,2025/7/28 10:09,120.1788,30.26339,728,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
4131249,0,Hangzhou,1276,120.17885,30.26345,749,1,2022/6/29 8:26,2025/6/29 8:26,120.18541,30.28072,2025/6/29 9:18,120.17874,30.26323,629,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
3390152,0,Hangzhou,1276,120.17893,30.26417,749,1,2022/6/21 15:17,2025/6/21 15:17,120.18533,30.28079,2025/6/21 16:26,120.17912,30.26348,621,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
3588571,0,Hangzhou,1276,120.17885,30.26412,749,1,2022/6/12 9:12,2025/6/12 9:12,120.18543,30.28073,2025/6/12 9:50,120.17965,30.26436,612,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
1582778,0,Hangzhou,1276,120.1789,30.26349,749,1,2022/6/19 16:51,2025/6/19 16:51,120.18549,30.28077,2025/6/19 17:28,120.17876,30.26358,619,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
896086,0,Hangzhou,1276,120.1789,30.26416,749,1,2022/5/31 8:58,2025/5/31 8:58,120.18547,30.28072,2025/5/31 10:03,120.17868,30.26407,531,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
2027840,0,Hangzhou,1276,120.17885,30.26418,749,1,2022/6/2 8:46,2025/6/2 8:46,120.18533,30.28062,2025/6/2 10:18,120.17887,30.26421,602,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
797995,0,Hangzhou,1276,120.17899,30.26414,749,1,2022/6/10 8:59,2025/6/10 8:59,120.18544,30.2807,2025/6/10 9:54,120.17957,30.26464,610,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
3118919,0,Hangzhou,1276,120.17887,30.26417,749,1,2022/7/22 8:34,2025/7/22 8:34,120.18549,30.28065,2025/7/22 9:48,120.18027,30.263,722,R0_C7,30.26048183,120.1810523,30.28259443,120.1920158
513907,0,Hangzhou,1276,120.1789,30.26408,749,1,2022/7/27 9:01,2025/7/27 9:01,120.18544,30.28069,2025/7/27 10:00,120.179,30.26407,727,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
2409465,0,Hangzhou,1276,120.17887,30.26339,749,1,2022/6/22 10:19,2025/6/22 10:19,120.18533,30.28078,2025/6/22 10:27,120.17881,30.26352,622,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
3913508,0,Hangzhou,1276,120.17892,30.26415,749,1,2022/5/26 8:44,2025/5/26 8:44,120.18535,30.28074,2025/5/26 9:36,120.1794,30.26442,526,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
2924646,0,Hangzhou,1276,120.17898,30.26334,749,1,2022/5/24 8:36,2025/5/24 8:36,120.18539,30.28079,2025/5/24 9:26,120.17881,30.26339,524,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
4511736,0,Hangzhou,1276,120.17885,30.26334,749,1,2022/7/4 8:40,2025/7/4 8:40,120.18537,30.28061,2025/7/4 9:50,120.17987,30.26378,704,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
892874,0,Hangzhou,1276,120.17899,30.26407,749,1,2022/6/14 8:42,2025/6/14 8:42,120.1854,30.28074,2025/6/14 9:40,120.17844,30.26407,614,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
1686730,0,Hangzhou,1276,120.17886,30.26348,749,1,2022/6/20 13:54,2025/6/20 13:54,120.18548,30.28077,2025/6/20 14:28,120.17884,30.26352,620,R0_C9,30.263329,120.1773876,30.28259443,120.1920158
